,year,month,day_of_week,hour_of_day,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count,day_period
850,2011,2,4,21,spring,0,1,1,23.78,27.275,21,32.9975,11,61,72,evening
851,2011,2,4,22,spring,0,1,1,22.14,25.76,10,16.9979,19,88,107,evening
852,2011,2,4,23,spring,0,1,1,21.32,25.0,8,19.0012,16,61,77,evening
853,2011,2,5,0,spring,0,0,1,19.68,23.485,12,32.9975,6,23,29,night
854,2011,2,5,1,spring,0,0,1,18.86,22.725,14,27.9993,10,21,31,night
855,2011,2,5,2,spring,0,0,1,18.04,21.97,13,26.0027,3,14,17,night
856,2011,2,5,3,spring,0,0,1,17.22,21.21,14,19.9995,0,7,7,night
857,2011,2,5,4,spring,0,0,1,16.4,20.455,15,22.0028,0,3,3,night
858,2011,2,5,5,spring,0,0,1,16.4,20.455,15,22.0028,0,3,3,night
859,2011,2,5,6,spring,0,0,1,16.4,20.455,17,27.9993,3,3,6,morning
860,2011,2,5,7,spring,0,0,1,15.58,19.695,17,35.0008,6,16,22,morning
861,2011,2,5,8,spring,0,0,1,15.58,19.695,17,39.0007,9,36,45,morning
862,2011,2,5,9,spring,0,0,1,16.4,20.455,16,43.9989,18,37,55,morning
863,2011,2,5,10,spring,0,0,1,17.22,21.21,16,39.0007,34,72,106,morning
864,2011,2,5,11,spring,0,0,1,18.04,21.97,16,39.0007,47,76,123,morning
865,2011,2,5,12,spring,0,0,1,18.04,21.97,18,32.9975,38,81,119,afternoon
866,2011,2,5,13,spring,0,0,1,18.04,21.97,16,40.9973,52,103,155,afternoon
867,2011,2,5,14,spring,0,0,1,18.86,22.725,15,43.9989,102,94,196,afternoon
868,2011,2,5,15,spring,0,0,1,18.04,21.97,16,50.0021,84,87,171,afternoon
869,2011,2,5,16,spring,0,0,1,18.04,21.97,16,43.0006,39,81,120,afternoon
870,2011,2,5,17,spring,0,0,1,17.22,21.21,19,40.9973,36,91,127,afternoon
871,2011,2,5,18,spring,0,0,1,14.76,15.91,25,30.0026,21,67,88,evening
872,2011,2,5,19,spring,0,0,1,13.94,15.15,29,23.9994,5,54,59,evening
873,2011,2,5,20,spring,0,0,1,13.12,14.395,28,35.0008,9,38,47,evening
874,2011,2,5,21,spring,0,0,1,13.12,13.635,26,36.9974,4,29,33,evening
875,2011,2,5,22,spring,0,0,1,12.3,12.88,28,32.9975,2,42,44,evening
876,2011,2,5,23,spring,0,0,1,11.48,12.12,33,30.0026,4,25,29,evening
877,2011,3,1,0,spring,0,1,1,12.3,13.635,70,31.0009,0,7,7,night
878,2011,3,1,1,spring,0,1,1,10.66,11.365,70,23.9994,0,3,3,night
879,2011,3,1,2,spring,0,1,1,9.84,10.605,65,26.0027,0,4,4,night
880,2011,3,1,3,spring,0,1,1,9.02,10.605,69,19.0012,0,2,2,night
881,2011,3,1,4,spring,0,1,1,9.02,10.605,69,16.9979,0,1,1,night
882,2011,3,1,5,spring,0,1,1,8.2,9.09,64,19.0012,1,1,2,night
883,2011,3,1,6,spring,0,1,1,8.2,9.09,59,19.9995,0,46,46,morning
884,2011,3,1,7,spring,0,1,1,8.2,9.09,59,22.0028,2,105,107,morning
885,2011,3,1,8,spring,0,1,1,8.2,9.09,59,26.0027,10,204,214,morning
886,2011,3,1,9,spring,0,1,1,9.02,9.85,55,27.9993,8,116,124,morning
887,2011,3,1,10,spring,0,1,1,9.84,10.605,52,19.0012,13,55,68,morning
888,2011,3,1,11,spring,0,1,1,11.48,13.635,45,16.9979,8,48,56,morning
889,2011,3,1,12,spring,0,1,1,12.3,15.15,39,8.9981,6,80,86,afternoon
890,2011,3,1,13,spring,0,1,1,13.12,17.425,39,0.0,13,65,78,afternoon
891,2011,3,1,14,spring,0,1,1,13.12,16.665,36,8.9981,18,61,79,afternoon
892,2011,3,1,15,spring,0,1,1,13.94,18.18,34,0.0,7,57,64,afternoon
893,2011,3,1,16,spring,0,1,1,13.94,17.425,34,6.0032,10,92,102,afternoon
894,2011,3,1,17,spring,0,1,1,13.94,17.425,34,6.0032,12,230,242,afternoon
895,2011,3,1,18,spring,0,1,1,13.12,15.91,39,12.998,10,214,224,evening
896,2011,3,1,19,spring,0,1,1,12.3,15.15,49,8.9981,4,115,119,evening
897,2011,3,1,20,spring,0,1,1,12.3,15.91,61,6.0032,2,86,88,evening
898,2011,3,1,21,spring,0,1,1,10.66,15.15,56,0.0,8,55,63,evening
899,2011,3,1,22,spring,0,1,1,9.84,13.635,62,7.0015,3,44,47,evening
900,2011,3,1,23,spring,0,1,1,9.84,11.365,65,15.0013,2,23,25,evening
901,2011,3,2,0,spring,0,1,1,9.02,11.365,69,11.0014,3,5,8,night
902,2011,3,2,1,spring,0,1,1,9.02,11.365,69,12.998,0,4,4,night
903,2011,3,2,2,spring,0,1,1,9.02,11.365,69,12.998,0,2,2,night
904,2011,3,2,3,spring,0,1,1,9.02,10.605,69,19.0012,3,1,4,night
905,2011,3,2,4,spring,0,1,1,8.2,10.605,75,8.9981,1,0,1,night
906,2011,3,2,5,spring,0,1,1,9.02,10.605,69,15.0013,0,5,5,night
907,2011,3,2,6,spring,0,1,1,9.02,10.605,55,16.9979,1,39,40,morning
908,2011,3,2,7,spring,0,1,1,9.02,10.605,64,16.9979,2,108,110,morning
909,2011,3,2,8,spring,0,1,1,9.84,10.605,65,19.0012,13,243,256,morning
910,2011,3,2,9,spring,0,1,1,11.48,12.88,56,19.9995,7,141,148,morning
911,2011,3,2,10,spring,0,1,1,13.12,15.15,49,19.0012,11,65,76,morning
912,2011,3,2,11,spring,0,1,1,13.94,15.15,53,22.0028,8,65,73,morning
913,2011,3,2,12,spring,0,1,1,16.4,20.455,43,12.998,20,62,82,afternoon
914,2011,3,2,13,spring,0,1,1,20.5,24.24,25,0.0,35,90,125,afternoon
915,2011,3,2,14,spring,0,1,1,21.32,25.0,23,19.9995,21,75,96,afternoon
916,2011,3,2,15,spring,0,1,1,22.14,25.76,19,27.9993,19,91,110,afternoon
917,2011,3,2,16,spring,0,1,1,22.14,25.76,19,22.0028,27,112,139,afternoon
918,2011,3,2,17,spring,0,1,1,20.5,24.24,23,19.0012,30,238,268,afternoon
919,2011,3,2,18,spring,0,1,1,18.86,22.725,23,32.9975,8,193,201,evening
920,2011,3,2,19,spring,0,1,1,16.4,20.455,28,35.0008,6,144,150,evening
921,2011,3,2,20,spring,0,1,1,14.76,16.665,29,27.9993,9,86,95,evening
922,2011,3,2,21,spring,0,1,1,13.94,14.395,29,31.0009,3,68,71,evening
923,2011,3,2,22,spring,0,1,1,12.3,12.88,26,36.9974,4,44,48,evening
924,2011,3,2,23,spring,0,1,1,10.66,10.605,30,35.0008,0,22,22,evening
925,2011,3,3,0,spring,0,1,1,9.84,9.85,30,31.0009,3,10,13,night
926,2011,3,3,1,spring,0,1,1,9.84,9.85,30,31.0009,0,1,1,night
927,2011,3,3,2,spring,0,1,1,8.2,8.335,27,31.0009,1,2,3,night
928,2011,3,3,3,spring,0,1,1,8.2,8.335,27,31.0009,0,1,1,night
929,2011,3,3,4,spring,0,1,1,6.56,6.06,31,32.9975,0,1,1,night
930,2011,3,3,5,spring,0,1,1,5.74,6.06,33,19.9995,1,7,8,night
931,2011,3,3,6,spring,0,1,1,5.74,6.06,33,19.9995,1,34,35,morning
932,2011,3,3,7,spring,0,1,1,4.92,4.545,42,27.9993,1,110,111,morning
933,2011,3,3,8,spring,0,1,1,5.74,6.06,39,19.9995,4,216,220,morning
934,2011,3,3,9,spring,0,1,1,6.56,6.82,37,19.0012,10,135,145,morning
935,2011,3,3,10,spring,0,1,1,7.38,9.09,29,12.998,7,49,56,morning
936,2011,3,3,11,spring,0,1,1,8.2,11.365,29,6.0032,10,40,50,morning
937,2011,3,3,12,spring,0,1,1,9.02,11.365,25,8.9981,7,65,72,afternoon
938,2011,3,3,13,spring,0,1,1,9.02,12.88,25,6.0032,13,67,80,afternoon
939,2011,3,3,14,spring,0,1,1,9.84,12.88,21,7.0015,18,60,78,afternoon
940,2011,3,3,15,spring,0,1,1,9.84,14.395,23,0.0,6,62,68,afternoon
941,2011,3,3,16,spring,0,1,1,10.66,15.15,23,0.0,6,65,71,afternoon
942,2011,3,3,17,spring,0,1,1,10.66,15.15,22,0.0,17,185,202,afternoon
943,2011,3,3,18,spring,0,1,1,9.84,10.605,35,22.0028,6,161,167,evening
944,2011,3,3,19,spring,0,1,1,8.2,9.85,40,16.9979,5,101,106,evening
945,2011,3,3,20,spring,0,1,1,8.2,11.365,40,6.0032,1,69,70,evening
946,2011,3,3,21,spring,0,1,1,7.38,10.605,40,7.0015,3,48,51,evening
947,2011,3,3,22,spring,0,1,1,8.2,12.88,40,0.0,3,50,53,evening
948,2011,3,3,23,spring,0,1,2,7.38,10.605,43,6.0032,0,23,23,evening
949,2011,3,4,0,spring,0,1,2,8.2,9.85,55,12.998,0,12,12,night
950,2011,3,4,1,spring,0,1,2,7.38,9.09,64,12.998,0,4,4,night
951,2011,3,4,2,spring,0,1,2,7.38,9.09,64,12.998,0,2,2,night
952,2011,3,4,3,spring,0,1,2,7.38,8.335,74,16.9979,0,1,1,night
953,2011,3,4,4,spring,0,1,2,7.38,9.09,74,12.998,1,0,1,night
954,2011,3,4,5,spring,0,1,2,6.56,9.09,74,8.9981,0,7,7,night
955,2011,3,4,6,spring,0,1,2,6.56,9.85,74,6.0032,1,28,29,morning
956,2011,3,4,7,spring,0,1,1,6.56,9.09,80,8.9981,0,83,83,morning
957,2011,3,4,8,spring,0,1,1,7.38,9.85,74,8.9981,6,222,228,morning
958,2011,3,4,9,spring,0,1,1,9.02,11.365,60,8.9981,12,138,150,morning
959,2011,3,4,10,spring,0,1,1,9.84,11.365,60,16.9979,10,56,66,morning
960,2011,3,4,11,spring,0,1,1,11.48,13.635,52,15.0013,16,73,89,morning
961,2011,3,4,12,spring,0,1,1,13.12,15.15,43,11.0014,10,87,97,afternoon
962,2011,3,4,13,spring,0,1,1,13.94,15.91,42,15.0013,13,74,87,afternoon
963,2011,3,4,14,spring,0,1,1,14.76,16.665,40,19.0012,30,65,95,afternoon
964,2011,3,4,15,spring,0,1,1,14.76,16.665,40,19.9995,31,75,106,afternoon
965,2011,3,4,16,spring,0,1,1,14.76,17.425,46,12.998,17,101,118,afternoon
966,2011,3,4,17,spring,0,1,2,14.76,16.665,50,16.9979,22,206,228,afternoon
967,2011,3,4,18,spring,0,1,2,13.94,15.15,53,19.9995,15,172,187,evening
968,2011,3,4,19,spring,0,1,1,13.12,15.15,61,16.9979,5,102,107,evening
969,2011,3,4,20,spring,0,1,2,12.3,14.395,70,12.998,9,78,87,evening
970,2011,3,4,21,spring,0,1,2,12.3,14.395,70,15.0013,6,64,70,evening
971,2011,3,4,22,spring,0,1,1,12.3,14.395,70,12.998,4,40,44,evening
972,2011,3,4,23,spring,0,1,2,12.3,15.15,75,11.0014,6,40,46,evening
973,2011,3,5,0,spring,0,0,2,11.48,14.395,81,7.0015,4,15,19,night
974,2011,3,5,1,spring,0,0,2,12.3,15.91,81,7.0015,5,20,25,night
975,2011,3,5,2,spring,0,0,2,12.3,14.395,87,12.998,5,15,20,night
976,2011,3,5,3,spring,0,0,2,12.3,14.395,87,12.998,0,2,2,night
977,2011,3,5,4,spring,0,0,2,12.3,15.15,93,11.0014,0,1,1,night
978,2011,3,5,5,spring,0,0,2,12.3,15.15,100,8.9981,0,3,3,night
979,2011,3,5,6,spring,0,0,2,12.3,14.395,100,15.0013,1,3,4,morning
980,2011,3,5,7,spring,0,0,2,12.3,13.635,100,19.9995,5,10,15,morning
981,2011,3,5,8,spring,0,0,2,12.3,13.635,100,19.9995,11,34,45,morning
982,2011,3,5,9,spring,0,0,2,13.12,15.15,93,15.0013,15,48,63,morning
983,2011,3,5,10,spring,0,0,2,13.94,16.665,93,12.998,34,69,103,morning
984,2011,3,5,11,spring,0,0,2,16.4,20.455,76,15.0013,43,116,159,morning
985,2011,3,5,12,spring,0,0,2,18.04,21.97,67,16.9979,46,121,167,afternoon
986,2011,3,5,13,spring,0,0,2,18.86,22.725,67,19.0012,60,130,190,afternoon
987,2011,3,5,14,spring,0,0,2,19.68,23.485,59,19.0012,80,118,198,afternoon
988,2011,3,5,15,spring,0,0,2,18.86,22.725,63,19.9995,83,122,205,afternoon
989,2011,3,5,16,spring,0,0,2,19.68,23.485,59,19.9995,74,130,204,afternoon
990,2011,3,5,17,spring,0,0,2,19.68,23.485,59,23.9994,60,104,164,afternoon
991,2011,3,5,18,spring,0,0,2,19.68,23.485,59,22.0028,37,115,152,evening
992,2011,3,5,19,spring,0,0,2,18.86,22.725,67,22.0028,27,62,89,evening
993,2011,3,5,20,spring,0,0,2,18.04,21.97,77,22.0028,12,58,70,evening
994,2011,3,5,21,spring,0,0,2,18.04,21.97,72,22.0028,12,60,72,evening
995,2011,3,5,22,spring,0,0,2,17.22,21.21,77,19.9995,16,47,63,evening
996,2011,3,5,23,spring,0,0,2,18.04,21.97,77,19.9995,10,34,44,evening
997,2011,3,6,0,spring,0,0,2,17.22,21.21,77,23.9994,11,41,52,night
998,2011,3,6,1,spring,0,0,2,17.22,21.21,77,19.0012,12,27,39,night
999,2011,3,6,2,spring,0,0,2,16.4,20.455,82,19.0012,5,27,32,night
1000,2011,3,6,3,spring,0,0,2,17.22,21.21,82,19.9995,2,9,11,night
1001,2011,3,6,4,spring,0,0,2,17.22,21.21,88,23.9994,0,3,3,night
1002,2011,3,6,6,spring,0,0,2,17.22,21.21,94,23.9994,1,1,2,morning
1003,2011,3,6,7,spring,0,0,3,17.22,21.21,100,30.0026,0,5,5,morning
1004,2011,3,6,8,spring,0,0,2,16.4,20.455,100,19.9995,1,8,9,morning
1005,2011,3,6,9,spring,0,0,2,17.22,21.21,100,19.0012,4,18,22,morning
1006,2011,3,6,10,spring,0,0,2,17.22,21.21,100,19.9995,4,27,31,morning
1007,2011,3,6,11,spring,0,0,2,17.22,21.21,100,15.0013,18,44,62,morning
1008,2011,3,6,12,spring,0,0,2,18.86,22.725,94,22.0028,10,69,79,afternoon
1009,2011,3,6,13,spring,0,0,2,18.86,22.725,94,23.9994,22,83,105,afternoon
1010,2011,3,6,14,spring,0,0,3,18.04,21.97,100,15.0013,12,27,39,afternoon
1011,2011,3,6,15,spring,0,0,3,18.04,21.97,100,15.0013,3,4,7,afternoon
1012,2011,3,6,16,spring,0,0,3,14.76,16.665,100,19.0012,3,8,11,afternoon
1013,2011,3,6,17,spring,0,0,3,13.94,15.15,100,19.9995,2,23,25,afternoon
1014,2011,3,6,18,spring,0,0,3,13.12,14.395,100,23.9994,0,23,23,evening
1015,2011,3,6,19,spring,0,0,3,12.3,12.88,100,32.9975,0,11,11,evening
1016,2011,3,6,20,spring,0,0,3,11.48,12.12,100,27.9993,3,8,11,evening
1017,2011,3,6,21,spring,0,0,3,9.84,9.09,93,40.9973,1,6,7,evening
1018,2011,3,6,22,spring,0,0,2,9.02,9.85,100,26.0027,0,10,10,evening
1019,2011,3,6,23,spring,0,0,2,9.02,9.85,100,27.9993,0,9,9,evening
1020,2011,3,0,0,spring,0,1,3,8.2,9.09,100,22.0028,0,4,4,night
1021,2011,3,0,1,spring,0,1,3,8.2,9.09,100,22.0028,0,2,2,night
1022,2011,3,0,3,spring,0,1,1,8.2,7.575,80,39.0007,0,1,1,night
1023,2011,3,0,4,spring,0,1,1,8.2,7.575,80,35.0008,1,0,1,night
1024,2011,3,0,5,spring,0,1,1,8.2,9.09,75,23.9994,0,1,1,night
1025,2011,3,0,6,spring,0,1,1,8.2,9.09,75,26.0027,3,31,34,morning
1026,2011,3,0,7,spring,0,1,1,8.2,8.335,75,27.9993,3,88,91,morning
1027,2011,3,0,8,spring,0,1,1,8.2,9.09,75,26.0027,11,200,211,morning
1028,2011,3,0,9,spring,0,1,1,9.02,9.09,64,31.0009,5,129,134,morning
1029,2011,3,0,10,spring,0,1,1,9.84,10.605,60,19.9995,15,43,58,morning
1030,2011,3,0,11,spring,0,1,1,10.66,10.605,48,30.0026,19,41,60,morning
1031,2011,3,0,12,spring,0,1,1,12.3,13.635,42,27.9993,28,68,96,afternoon
1032,2011,3,0,13,spring,0,1,1,13.12,14.395,36,26.0027,16,54,70,afternoon
1033,2011,3,0,14,spring,0,1,1,13.12,14.395,36,27.9993,21,56,77,afternoon
1034,2011,3,0,15,spring,0,1,1,13.94,15.15,31,26.0027,32,64,96,afternoon
1035,2011,3,0,16,spring,0,1,1,13.94,15.15,31,23.9994,26,96,122,afternoon
1036,2011,3,0,17,spring,0,1,1,13.94,15.15,29,23.9994,27,206,233,afternoon
1037,2011,3,0,18,spring,0,1,1,13.12,15.15,31,15.0013,19,214,233,evening
1038,2011,3,0,19,spring,0,1,1,12.3,14.395,33,15.0013,11,134,145,evening
1039,2011,3,0,20,spring,0,1,1,12.3,15.15,33,11.0014,5,87,92,evening
1040,2011,3,0,21,spring,0,1,1,11.48,13.635,38,15.0013,1,53,54,evening
1041,2011,3,0,22,spring,0,1,1,10.66,12.88,48,11.0014,1,34,35,evening
1042,2011,3,0,23,spring,0,1,1,11.48,15.91,48,0.0,0,22,22,evening
1043,2011,3,1,0,spring,0,1,1,10.66,14.395,48,6.0032,1,9,10,night
1044,2011,3,1,1,spring,0,1,1,9.84,12.12,52,8.9981,0,4,4,night
1045,2011,3,1,2,spring,0,1,1,9.84,12.12,52,8.9981,1,0,1,night
1046,2011,3,1,3,spring,0,1,1,9.84,12.88,52,6.0032,5,2,7,night
1047,2011,3,1,4,spring,0,1,1,9.02,13.635,64,0.0,0,2,2,night
1048,2011,3,1,5,spring,0,1,1,8.2,11.365,69,7.0015,2,8,10,night
1049,2011,3,1,6,spring,0,1,1,8.2,12.88,59,0.0,3,42,45,morning
1050,2011,3,1,7,spring,0,1,1,7.38,9.85,64,8.9981,9,119,128,morning
1051,2011,3,1,8,spring,0,1,1,9.02,11.365,55,12.998,10,247,257,morning
1052,2011,3,1,9,spring,0,1,1,10.66,12.88,41,11.0014,11,140,151,morning
1053,2011,3,1,10,spring,0,1,2,12.3,14.395,33,12.998,25,46,71,morning
1054,2011,3,1,11,spring,0,1,2,14.76,17.425,25,11.0014,26,52,78,morning
1055,2011,3,1,12,spring,0,1,2,14.76,18.94,23,0.0,29,70,99,afternoon
1056,2011,3,1,13,spring,0,1,2,15.58,19.695,25,7.0015,25,73,98,afternoon
1057,2011,3,1,14,spring,0,1,2,15.58,19.695,20,0.0,16,56,72,afternoon
1058,2011,3,1,15,spring,0,1,2,14.76,18.94,18,0.0,35,77,112,afternoon
1059,2011,3,1,16,spring,0,1,1,15.58,19.695,27,11.0014,26,82,108,afternoon
1060,2011,3,1,17,spring,0,1,1,14.76,17.425,27,15.0013,39,209,248,afternoon
1061,2011,3,1,18,spring,0,1,1,13.94,16.665,27,12.998,21,214,235,evening
1062,2011,3,1,19,spring,0,1,1,13.94,17.425,31,7.0015,9,141,150,evening
1063,2011,3,1,20,spring,0,1,1,13.12,16.665,39,6.0032,2,74,76,evening
1064,2011,3,1,21,spring,0,1,1,12.3,14.395,49,12.998,7,68,75,evening
1065,2011,3,1,22,spring,0,1,1,12.3,14.395,49,15.0013,11,44,55,evening
1066,2011,3,1,23,spring,0,1,1,11.48,13.635,61,12.998,3,38,41,evening
1067,2011,3,2,0,spring,0,1,1,10.66,14.395,65,6.0032,0,9,9,night
1068,2011,3,2,1,spring,0,1,1,10.66,13.635,52,8.9981,0,4,4,night
1069,2011,3,2,2,spring,0,1,1,10.66,13.635,52,8.9981,1,1,2,night
1070,2011,3,2,3,spring,0,1,1,9.84,12.88,70,6.0032,1,2,3,night
1071,2011,3,2,4,spring,0,1,1,9.84,12.88,75,7.0015,0,2,2,night
1072,2011,3,2,5,spring,0,1,2,9.84,12.12,81,8.9981,1,7,8,night
1073,2011,3,2,6,spring,0,1,2,9.84,12.88,85,7.0015,5,44,49,morning
1074,2011,3,2,7,spring,0,1,2,9.84,12.12,87,11.0014,18,123,141,morning
1075,2011,3,2,8,spring,0,1,2,9.84,12.12,87,8.9981,11,238,249,morning
1076,2011,3,2,9,spring,0,1,2,10.66,12.12,87,16.9979,5,136,141,morning
1077,2011,3,2,10,spring,0,1,2,12.3,14.395,75,16.9979,8,49,57,morning
1078,2011,3,2,11,spring,0,1,2,13.12,14.395,76,26.0027,15,44,59,morning
1079,2011,3,2,12,spring,0,1,2,13.12,15.15,76,16.9979,14,84,98,afternoon
1080,2011,3,2,13,spring,0,1,2,13.12,14.395,76,23.9994,17,82,99,afternoon
1081,2011,3,2,14,spring,0,1,2,13.94,15.15,76,19.9995,10,61,71,afternoon
1082,2011,3,2,15,spring,0,1,2,14.76,16.665,71,19.9995,15,64,79,afternoon
1083,2011,3,2,16,spring,0,1,2,13.94,15.15,76,22.0028,10,102,112,afternoon
1084,2011,3,2,17,spring,0,1,2,13.94,15.15,76,19.9995,18,176,194,afternoon
1085,2011,3,2,18,spring,0,1,2,13.94,15.91,76,16.9979,12,176,188,evening
1086,2011,3,2,19,spring,0,1,2,13.94,15.15,76,22.0028,11,123,134,evening
1087,2011,3,2,20,spring,0,1,2,13.12,15.91,87,12.998,4,87,91,evening
1088,2011,3,2,21,spring,0,1,2,13.12,15.15,93,22.0028,10,52,62,evening
1089,2011,3,2,22,spring,0,1,3,13.12,15.91,93,11.0014,4,17,21,evening
1090,2011,3,2,23,spring,0,1,3,13.94,16.665,93,12.998,1,17,18,evening
1091,2011,3,3,0,spring,0,1,3,13.94,15.91,0,16.9979,3,0,3,night
1092,2011,3,3,1,spring,0,1,3,13.94,15.91,0,16.9979,0,2,2,night
1093,2011,3,3,2,spring,0,1,3,13.94,15.91,0,16.9979,0,1,1,night
1094,2011,3,3,5,spring,0,1,3,14.76,17.425,0,12.998,1,2,3,night
1095,2011,3,3,6,spring,0,1,3,14.76,16.665,0,22.0028,0,12,12,morning
1096,2011,3,3,7,spring,0,1,3,15.58,19.695,0,15.0013,1,36,37,morning
1097,2011,3,3,8,spring,0,1,3,15.58,19.695,0,19.0012,1,43,44,morning
1098,2011,3,3,9,spring,0,1,3,16.4,20.455,0,15.0013,1,23,24,morning
1099,2011,3,3,10,spring,0,1,3,16.4,20.455,0,11.0014,0,17,17,morning
1100,2011,3,3,11,spring,0,1,3,16.4,20.455,0,16.9979,6,5,11,morning
1101,2011,3,3,12,spring,0,1,3,17.22,21.21,0,15.0013,4,30,34,afternoon
1102,2011,3,3,13,spring,0,1,3,17.22,21.21,0,15.0013,1,11,12,afternoon
1103,2011,3,3,14,spring,0,1,3,18.04,21.97,0,19.9995,0,12,12,afternoon
1104,2011,3,3,15,spring,0,1,3,18.04,21.97,0,15.0013,3,11,14,afternoon
1105,2011,3,3,16,spring,0,1,3,17.22,21.21,0,16.9979,1,20,21,afternoon
1106,2011,3,3,17,spring,0,1,2,18.04,21.97,0,26.0027,2,109,111,afternoon
1107,2011,3,3,18,spring,0,1,3,18.04,21.97,0,23.9994,2,80,82,evening
1108,2011,3,3,19,spring,0,1,3,18.04,21.97,0,39.0007,5,51,56,evening
1109,2011,3,3,20,spring,0,1,3,14.76,16.665,0,22.0028,9,29,38,evening
1110,2011,3,3,21,spring,0,1,3,14.76,17.425,0,15.0013,1,27,28,evening
1111,2011,3,3,22,spring,0,1,2,13.94,16.665,0,8.9981,4,30,34,evening
1112,2011,3,3,23,spring,0,1,3,13.94,17.425,0,6.0032,1,26,27,evening
1113,2011,3,4,0,spring,0,1,2,13.94,17.425,100,6.0032,0,6,6,night
1114,2011,3,4,1,spring,0,1,3,13.94,17.425,100,7.0015,0,8,8,night
1115,2011,3,4,2,spring,0,1,3,13.94,17.425,100,7.0015,2,3,5,night
1116,2011,3,4,3,spring,0,1,2,13.12,16.665,93,6.0032,0,2,2,night
1117,2011,3,4,5,spring,0,1,1,12.3,14.395,81,15.0013,1,6,7,night
1118,2011,3,4,6,spring,0,1,1,10.66,12.12,81,19.0012,1,31,32,morning
1119,2011,3,4,7,spring,0,1,1,10.66,12.88,70,12.998,10,104,114,morning
1120,2011,3,4,8,spring,0,1,1,11.48,13.635,70,16.9979,15,244,259,morning
1121,2011,3,4,9,spring,0,1,2,12.3,14.395,61,19.0012,13,143,156,morning
1122,2011,3,4,10,spring,0,1,2,13.12,15.15,57,19.9995,18,60,78,morning
1123,2011,3,4,11,spring,0,1,2,13.12,15.15,57,19.9995,14,67,81,morning
1124,2011,3,4,12,spring,0,1,2,13.94,15.91,53,16.9979,15,96,111,afternoon
1125,2011,3,4,13,spring,0,1,1,14.76,16.665,53,16.9979,15,92,107,afternoon
1126,2011,3,4,14,spring,0,1,2,14.76,16.665,50,23.9994,25,64,89,afternoon
1127,2011,3,4,15,spring,0,1,2,13.94,15.91,53,16.9979,21,64,85,afternoon
1128,2011,3,4,16,spring,0,1,2,13.94,15.15,49,19.9995,18,95,113,afternoon
1129,2011,3,4,17,spring,0,1,1,13.94,15.91,49,15.0013,23,200,223,afternoon
1130,2011,3,4,18,spring,0,1,1,13.12,15.15,49,22.0028,19,134,153,evening
1131,2011,3,4,19,spring,0,1,1,12.3,13.635,56,22.0028,7,111,118,evening
1132,2011,3,4,20,spring,0,1,1,12.3,15.15,56,11.0014,6,70,76,evening
1133,2011,3,4,21,spring,0,1,2,12.3,14.395,52,16.9979,10,43,53,evening
1134,2011,3,4,22,spring,0,1,1,12.3,15.15,52,11.0014,11,53,64,evening
1135,2011,3,4,23,spring,0,1,1,12.3,14.395,52,16.9979,3,34,37,evening
1136,2011,3,5,0,spring,0,0,1,10.66,13.635,60,8.9981,4,30,34,night
1137,2011,3,5,1,spring,0,0,1,9.84,11.365,65,12.998,3,15,18,night
1138,2011,3,5,2,spring,0,0,1,9.84,11.365,65,12.998,0,14,14,night
1139,2011,3,5,3,spring,0,0,1,9.84,11.365,65,16.9979,1,6,7,night
1140,2011,3,5,4,spring,0,0,1,9.84,11.365,65,16.9979,0,1,1,night
1141,2011,3,5,5,spring,0,0,1,9.02,11.365,69,12.998,0,2,2,night
1142,2011,3,5,6,spring,0,0,1,9.02,10.605,75,16.9979,2,2,4,morning
1143,2011,3,5,7,spring,0,0,1,9.84,11.365,70,12.998,4,19,23,morning
1144,2011,3,5,8,spring,0,0,1,10.66,12.88,65,11.0014,9,44,53,morning
1145,2011,3,5,9,spring,0,0,1,11.48,14.395,65,7.0015,25,76,101,morning
1146,2011,3,5,10,spring,0,0,1,13.12,15.15,66,15.0013,21,78,99,morning
1147,2011,3,5,11,spring,0,0,1,13.94,15.15,49,22.0028,36,83,119,morning
1148,2011,3,5,12,spring,0,0,1,13.94,15.91,53,19.0012,51,107,158,afternoon
1149,2011,3,5,13,spring,0,0,1,14.76,16.665,51,23.9994,62,95,157,afternoon
1150,2011,3,5,14,spring,0,0,1,16.4,20.455,50,30.0026,70,96,166,afternoon
1151,2011,3,5,15,spring,0,0,1,17.22,21.21,44,32.9975,81,101,182,afternoon
1152,2011,3,5,16,spring,0,0,1,18.86,22.725,41,30.0026,100,144,244,afternoon
1153,2011,3,5,17,spring,0,0,1,18.86,22.725,44,22.0028,99,114,213,afternoon
1154,2011,3,5,18,spring,0,0,1,17.22,21.21,54,11.0014,54,91,145,evening
1155,2011,3,5,19,spring,0,0,1,17.22,21.21,54,6.0032,26,86,112,evening
1156,2011,3,5,20,spring,0,0,1,16.4,20.455,58,7.0015,22,64,86,evening
1157,2011,3,5,21,spring,0,0,1,15.58,19.695,62,0.0,36,46,82,evening
1158,2011,3,5,22,spring,0,0,1,14.76,18.94,71,0.0,7,56,63,evening
1159,2011,3,5,23,spring,0,0,1,15.58,19.695,66,6.0032,11,38,49,evening
1160,2011,3,6,0,spring,0,0,1,15.58,19.695,62,7.0015,3,35,38,night
1161,2011,3,6,1,spring,0,0,1,14.76,17.425,66,8.9981,10,23,33,night
